,name,address,city,state,latitude,longitude,stars,review_count,categories,is_American,is_Dessert,is_Bar,"is_Beer,Wine,Spirits",is_Breakfast,is_Coffee & Tea,is_Asian,is_Italian,"is_Healthy,Specialty Food",is_Latin American,is_Mediterranean,is_Western European,is_Slavic Food,is_African,is_Food Markets/Shops
M72GCSiw35hvB4_2mbm5Pg,Fonda La Poblanita,3830 Morganford Rd,St. Louis,MO,38.5896279,-90.2641223,5.0,20,"Mexican, Restaurants",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jGDNLw-hKHmg9vrndAXF7g,Bomber O'Brien's,4621 Beck Ave,Saint Louis,MO,38.5930853,-90.270124,3.0,54,"Sports Bars, Restaurants, Bars, Sandwiches, Burgers, Nightlife, American (Traditional)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AvSodGqXo5FUPeXiELv18Q,Little Caesars Pizza,3728 S Kingshighway Blvd,Saint Louis,MO,38.5922107676,-90.2705644845,2.0,23,"Restaurants, Pizza, Italian",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DgLwvHu6wNt2SrFvE5xxHQ,Old St Louis Chop Suey,"4600 Chippewa St, Ste L",St. Louis,MO,38.5907799,-90.2701145,4.0,96,"Restaurants, Buffets, Chinese",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JroMBSRiVq1u8-KZVDZh7g,New China,3730 S Kingshighway Blvd,Saint Louis,MO,38.592301,-90.270873,4.0,87,"Restaurants, Chinese, Food",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
mmnneqm5rY6MNwF--uScYw,Steak ’n Shake,4640 Chippewa,St. Louis,MO,38.591055,-90.27158,2.5,46,"American (New), Restaurants, Burgers, Fast Food, Breakfast & Brunch, Diners, American (Traditional)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1ulD4HL2G8qbpEuuWFDSqQ,Himalayan Yeti,3515 S Kingshighway Blvd,St. Louis,MO,38.5951884,-90.2714904,4.5,252,"Indian, Restaurants, Himalayan/Nepalese",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YbkD76a_vnGYpMrFLETIyA,Alpha Brewing Company,4310 Fyler Ave,Saint Louis,MO,38.598477,-90.26312,4.5,166,"Restaurants, Food, Local Flavor, Brewpubs, American (Traditional), Cuban, Breweries, Caribbean, Bars, Nightlife, Pubs",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
jUrd3WUppgUnlD-nlr9Gew,Taco Bell,3440 So Kings Highway,Saint Louis,MO,38.596478,-90.270728,1.5,50,"Tacos, Fast Food, Breakfast & Brunch, Restaurants, Tex-Mex, Mexican",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5wLPgwoVORAAdIZEkWEgIA,Lee's Famous Recipe Chicken,3449 S Kings Hwy,Saint Louis,MO,38.596091,-90.271232,4.0,10,"Fast Food, Restaurants, Chicken Wings",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sl0O4RdLobHsM6qwpBsRqA,El Maguey,3710 S Kingshighway,Saint Louis,MO,38.5926588,-90.272435,3.0,42,"Latin American, Mexican, Tex-Mex, Food, Restaurants",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WPeaBiE8WzLOjn5_w9ektQ,Lee's Famous Recipe Chicken,3449 S Kingshighway Blvd,Saint Louis,MO,38.5961085,-90.2713111,3.5,22,"Restaurants, Fast Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yZEHSlOaSQHGnAbS7iYD2g,The Golden Hoosier,3707 S Kingshighway Blvd,St. Louis,MO,38.5929216,-90.2726194,4.5,57,"Burgers, Cocktail Bars, Beer Bar, Bars, Restaurants, Nightlife",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
IHNKQZMZY8dmwsXKIvtz0g,Stella Blues,3269 Morganford Rd,Saint Louis,MO,38.5988251,-90.2622889,4.0,84,"American (Traditional), Restaurants, Chicken Wings, Korean",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lQ58_4SzdETRSw0h8tilhA,Uncle Bill's Pancake & Dinner House,3427 S Kingshighway Blvd,Saint Louis,MO,38.5968992,-90.271211,3.5,361,"American (Traditional), Food, Cafes, Restaurants, Event Planning & Services, Breakfast & Brunch, American (New), Coffee & Tea, Party & Event Planning, Diners",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
sBTUg4DINvmrfM2cLQZAjw,Hook & Reel Cajun Seafood & Bar,4680 Chippewa St,St. Louis,MO,38.5911503,-90.2728848,3.5,87,"Cajun/Creole, Restaurants, Seafood",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fxdqfaDvZY2PB4qVpTRWRg,QuikTrip,4101 Gravois Ave,St Louis Downtown,MO,38.589452137,-90.2572394949,3.0,6,"Convenience Stores, Automotive, Gas Stations, Fast Food, Restaurants, Food",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E4hkSa4tQW2FYeiyxG7N0A,The Drawing Board,4123 Chippewa St,Saint Louis,MO,38.58986,-90.2565216,5.0,13,"Bars, Sports Bars, Arts & Entertainment, Restaurants, Music Venues, Sandwiches, American (Traditional), American (New), Nightlife",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q8SeKCyxI18ZycvZbgt7VQ,Jack in the Box,4201 S Kingshighway Blvd,Saint Louis,MO,38.5912521,-90.2738629282,2.5,24,"Fast Food, Mexican, Burgers, Breakfast & Brunch, Tacos, Restaurants",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
fm0eu225Xjf2M0n-N5Qbig,Time Out Sports Bar & Grill,4140 Gravois Ave,Saint Louis,MO,38.5888722824,-90.2569441532,2.0,52,"Bars, American (Traditional), Nightlife, Restaurants, Sports Bars",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dxxg0kaSete2UNmSRcpDig,Imo’s Pizza,3222 Morganford Rd,Saint Louis,MO,38.6001395,-90.2614358,2.5,51,"Sandwiches, Italian, Caterers, Event Planning & Services, Delis, Pizza, Restaurants",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TXuAuEWYISQjqv7Z_fHI7w,Taft Street Restaurant and Bar,4457 Gravois Ave,Saint Louis,MO,38.5852996,-90.262353,4.0,16,"Bars, Restaurants, Nightlife",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oUgmm76-UCd5N0z4xwDOYw,Grbic Restaurant,4071 Keokuk St,Saint Louis,MO,38.5878738,-90.2569488,4.5,279,"Event Planning & Services, Restaurants, Venues & Event Spaces, Modern European, German",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
YpH3mZPgyu2VA0tFy48C_Q,Casa Tequila Inc. Mexican Restaurant,4534 Gravois Ave,St. Louis,MO,38.584565,-90.262542,4.0,5,"Mexican, Restaurants",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2Y2hnAc-1-WS-q-ieQ_8hA,Mi Lindo Michoacan,4534 Gravois Ave,Saint Louis,MO,38.584565,-90.262542,4.0,24,"Mexican, Restaurants",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FF45pKN_lzqG8Bqk-_HQvw,Go! Gyro! Go!,,Saint Louis,MO,38.5844866,-90.266699,4.5,49,"Street Vendors, Food, Food Trucks, Greek, Food Stands, Restaurants, Mediterranean",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
zTh9L6J3fMSJy8ugjZN__g,Holy Crepe,,Saint Louis,MO,38.5844866,-90.266699,4.5,15,"Food, Creperies, Restaurants, Food Trucks, Street Vendors",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
w0fzygQfK87lITYDMPiCSg,Friendly's Restaurant & Bar,3503 Roger Pl,Saint Louis,MO,38.5945422,-90.2540313,3.5,79,"Sports Bars, American (Traditional), Restaurants, Nightlife, Dive Bars, Bars",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H_QJ-uXvcniXgUBB_0euCw,Mariscos El Gato,4561 Gravois Ave,St Louis,MO,38.584343,-90.263641,3.0,115,"Restaurants, Seafood, New Mexican Cuisine, Mexican",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
jNomt0h259DYpwkrVslqTA,Zlatno Zito,4573 Gravois Ave,Saint Louis,MO,38.5842263,-90.2639298,5.0,36,"Specialty Food, Imported Food, American (New), Ethnic Food, Restaurants, Food",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
d26K8f4sHEl8Pvct59OISQ,QuikTrip,3291 S Kingshighway Blvd,St Louis Downtown,MO,38.6004971,-90.2705598,4.0,13,"Automotive, Convenience Stores, Fast Food, Food, Gas Stations, Pizza, Restaurants",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
e7q6fHkgRCZQpKRuKlxD0g,Burger King,4008 Chippewa St,St. Louis,MO,38.5891602,-90.2546065,3.5,8,"Burgers, Fast Food, Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPih_TVOcKR-CyA6K13j9w,Destination Café,3182 Morganford Rd,St. Louis,MO,38.601499,-90.2614556618,5.0,5,"Restaurants, American (New), Cafes, Local Services, Community Service/Non-Profit",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nMKx3FMxlzw7cFpDdIDqtQ,Afghan Chopan Kabab,4601 Gravois Ave,Saint Louis,MO,38.583862,-90.2643195,4.0,7,"Middle Eastern, Kebab, Restaurants, Mediterranean, Afghan, Halal",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
YjbCbYVwkRT6Qs9KbALJAA,Sports Zone Bevo,4600 Gravois Ave,St. Louis,MO,38.5837144,-90.2636547,3.0,9,"Nightlife, Sports Bars, Bars, Bar Crawl, Restaurants, Pizza",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-9zDI4h2dE3hFOpGFHB10Q,Road Crew Coffee & Cycles,3172 Morganford,St. Louis,MO,38.6019233,-90.2611607,5.0,38,"Local Services, Coffee & Tea, Food, Restaurants, Bike Repair/Maintenance, Cafes",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H16FF2zBVlHZhVwNQ6ZIcA,Tres Equis,3169 Morgan Ford Rd,St. Louis,MO,38.6020859,-90.2616809,4.5,6,"Mexican, Restaurants, Tacos, Nightlife, Bars",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tAmeC0DSyxoi3NDsxZbl-w,City Park Grill,3157 Morganford Rd,Saint Louis,MO,38.60242,-90.261621,4.5,148,"Sports Bars, American (Traditional), Nightlife, American (New), Bars, Restaurants",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mtz-kGJXnEwJqnj2YSnTpg,Tiny Chef,4701 Morganford Rd,St. Louis,MO,38.5832312,-90.2668654,5.0,28,"Korean, Pizza, Restaurants",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5tZJaEsvEDowvbAtL8Jfig,Sonic Drive-In,3156 S Kingshighway Blvd,Saint Louis,MO,38.6024994,-90.2692484,1.5,76,"Burgers, Fast Food, American (Traditional), Food, Ice Cream & Frozen Yogurt, Restaurants",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pi-y4uXjkOWeuBSI8bv2Wg,Majeed Mediterranean,4658 Gravois Ave,St. Louis,MO,38.582594,-90.265179,4.5,115,"Mediterranean, Middle Eastern, Restaurants, Syrian",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
YC0tzRnL0Y4ogmuUOZPgkA,Chicago Grill,3909 Gravois Ave,St. Louis,MO,38.591529,-90.2517529,3.0,5,"American (New), Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LlYENa9mr9V0vILUO4xGlQ,Crispy Edge,4168 Juniata St,St. Louis,MO,38.6019097,-90.2580251,4.0,144,"Chinese, Caterers, Breakfast & Brunch, Mediterranean, Event Planning & Services, Restaurants, Asian Fusion, Tapas/Small Plates",0,0,0,0,1,0,1,0,0,1,1,1,0,0,1
pvuaumnAjI-0MBQuo_QSww,African Naturals,4511 S Kingshighway Blvd,Saint Louis,MO,38.5875291,-90.2762936,5.0,9,"Ethnic Food, Grocery, Shopping, Health Markets, Wholesale Stores, Beauty & Spas, Vitamins & Supplements, Restaurants, African, Cosmetics & Beauty Supply, Local Flavor, Specialty Food, Organic Stores, Food, Health & Medical, Herbal Shops",1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
XOhNksXxdqHhKjvO5ISUSQ,Willie's Backyard BBQ,4001 Utah St,St. Louis,MO,38.5983927,-90.2533893,5.0,14,"Barbeque, Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7HOquuD846z4wvhdEEWhDg,White Castle,4525 S Kingshighway Blvd,Saint Louis,MO,38.5870651367,-90.2759885013,2.0,21,"Fast Food, Burgers, Restaurants",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g6HfTNWnSVDmpXyKx2wxrQ,Cotter's Sports Bar & Karaoke Lounge,4610 S Kingshighway Blvd,Saint Louis,MO,38.5865563,-90.2759803,4.5,11,"Sports Bars, Bars, Dive Bars, Nightlife, Karaoke, Restaurants, Pizza",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
rH0FgPdxWWhH4YFz4mempg,McDonald's,4620 S Kingshighway,St. Louis,MO,38.586257,-90.276034,1.5,39,"Burgers, Fast Food, Food, Restaurants, Coffee & Tea",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ohs__H1zNoF4CAjrK1s3IA,Lily's Mexican Restaurant,4601 S Kingshighway Blvd,Saint Louis,MO,38.586802,-90.276549,4.0,116,"Mexican, Restaurants",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
iYmNUctMWGGhh2yy0749IQ,Prioritized Pastries,4904 Devonshire Ave,St. Louis,MO,38.586786,-90.2766165,4.5,8,"Food, Bakeries, Vegan, Restaurants, Gluten-Free",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
